id,aircraft,flight_date,damage,airline,state,phase_of_flight,reported_date,bird_size,cost,feet_above_ground
1956,Airplane,2000-06-12,No damage,GREAT LAKES AIRLINES,Colorado,Approach,,,0,20
1957,Airplane,2000-06-12,No damage,AMERICAN EAGLE AIRLINES,New York,Take-off run,,Medium,0,0
1958,Airplane,2000-06-12,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
1959,Airplane,2000-06-12,No damage,BUSINESS,New York,Landing Roll,,Medium,0,0
1960,Airplane,2000-06-12,No damage,UNITED AIRLINES,,,,Medium,0,
1961,Airplane,2000-06-12,No damage,UNITED AIRLINES,,,,Medium,0,
1962,Airplane,2000-06-12,No damage,PIEDMONT AIRLINES,Connecticut,Landing Roll,2000-06-12,,0,0
1963,Airplane,2000-06-12,No damage,GREAT LAKES AIRLINES,Colorado,Approach,2000-06-12,Small,0,500
1964,Airplane,2000-06-12,No damage,AMERICAN AIRLINES,Illinois,Approach,2000-06-12,Small,0,300
1965,Airplane,2000-06-12,No damage,MILITARY,Texas,Approach,2000-06-21,Small,21,
1966,Airplane,2000-06-13,No damage,DELTA AIR LINES,Maine,Approach,,,0,200
1967,Airplane,2000-06-13,No damage,UNITED AIRLINES,,,,Medium,0,
1968,Airplane,2000-06-13,No damage,AUSTRIAN AIRLINES,,,,Medium,0,
1969,Airplane,2000-06-13,No damage,JAPAN AIRLINES,Washington,Approach,2000-06-13,Small,0,1000
1970,Airplane,2000-06-13,No damage,FLIGHT EXPRESS,Florida,Approach,2000-06-13,Small,0,100
1973,Airplane,2000-06-13,No damage,MILITARY,Louisiana,Approach,2000-06-16,Medium,0,1800
1975,Airplane,2000-06-13,No damage,HORIZON AIR,Oregon,Landing Roll,2000-07-17,Small,0,0
1976,Airplane,2000-06-13,No damage,MILITARY,Texas,Climb,2001-07-17,Small,0,10
1977,Airplane,2000-06-14,No damage,DELTA AIR LINES,Georgia,Take-off run,,Small,0,0
1978,Airplane,2000-06-14,No damage,BUSINESS,Arizona,Approach,,Large,0,
1979,Airplane,2000-06-14,No damage,AMERICA WEST AIRLINES,Nevada,Approach,,Small,0,
1980,Airplane,2000-06-14,No damage,UNITED AIRLINES,Illinois,Landing Roll,,Medium,0,0
1981,Airplane,2000-06-14,No damage,NORTHWEST AIRLINES,Mississippi,Take-off run,,Medium,0,0
1982,Airplane,2000-06-14,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
1983,Airplane,2000-06-14,No damage,UNITED AIRLINES,Colorado,Take-off run,,Small,0,0
1984,Airplane,2000-06-14,No damage,SOUTHWEST AIRLINES,California,Approach,,Small,0,400
1985,Airplane,2000-06-14,No damage,UNITED AIRLINES,,,,Medium,0,
1986,Airplane,2000-06-14,No damage,UNITED AIRLINES,Tennessee,Approach,,Medium,0,
1988,Airplane,2000-06-14,No damage,MILITARY,Illinois,Take-off run,2000-06-22,,0,0
1989,Airplane,2000-06-14,Caused damage,MILITARY,Florida,Approach,2000-07-20,Large,668,1000
1990,Airplane,2000-06-15,No damage,US AIRWAYS*,Florida,Take-off run,,,0,0
1991,Airplane,2000-06-15,No damage,CONTINENTAL AIRLINES,Texas,Take-off run,,Medium,0,0
1992,Airplane,2000-06-15,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
1993,Airplane,2000-06-15,No damage,UNITED AIRLINES,California,Take-off run,,Medium,0,0
1994,Airplane,2000-06-15,No damage,UPS AIRLINES,Colorado,Take-off run,,Medium,0,0
1995,Airplane,2000-06-15,No damage,MESA AIRLINES,Colorado,Approach,,Medium,0,400
1996,Airplane,2000-06-15,No damage,US CUSTOMS AND BORDER PROTECTION,Texas,Approach,,,0,
1997,Airplane,2000-06-15,No damage,UNITED AIRLINES,,,,Medium,0,
1998,Airplane,2000-06-15,No damage,UNITED AIRLINES,,,,Medium,0,
1999,Airplane,2000-06-15,No damage,UNITED AIRLINES,Colorado,Approach,,Medium,0,
2000,Airplane,2000-06-15,Caused damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
2001,Airplane,2000-06-15,Caused damage,HORIZON AIR,California,Approach,,Medium,0,
2002,Airplane,2000-06-15,No damage,COMAIR AIRLINES,Michigan,Approach,2000-06-15,Small,0,40
2003,Airplane,2000-06-15,Caused damage,BUSINESS,Florida,Climb,2000-06-15,Small,0,50
2004,Airplane,2000-06-15,No damage,MILITARY,Minnesota,Approach,2001-07-20,Medium,0,
2005,Airplane,2000-06-16,No damage,AIR CANADA,Georgia,Approach,,Medium,0,500
2006,Airplane,2000-06-16,No damage,BUSINESS,South Carolina,Climb,,Small,0,300
2007,Airplane,2000-06-16,No damage,NORTHWEST AIRLINES,Tennessee,Approach,,Medium,0,500
2008,Airplane,2000-06-16,No damage,UNITED AIRLINES,New York,Take-off run,,Medium,0,0
2009,Airplane,2000-06-16,No damage,PRIVATELY OWNED,South Carolina,Approach,,Small,0,5
2010,Airplane,2000-06-16,No damage,UNKNOWN,Virginia,Take-off run,,Medium,0,0
2011,Airplane,2000-06-16,No damage,UNITED AIRLINES,,,,Medium,0,
2012,Airplane,2000-06-16,Caused damage,CONTINENTAL AIRLINES,California,Climb,,,9221,
2013,Airplane,2000-06-16,No damage,DELTA AIR LINES,,Approach,2000-06-17,Medium,0,20
2014,Airplane,2000-06-16,No damage,MILITARY,Mississippi,Approach,2000-06-30,Small,2673,25
2015,Airplane,2000-06-16,No damage,MILITARY,South Carolina,Approach,2000-07-13,Medium,0,300
2016,Airplane,2000-06-16,No damage,MILITARY,South Carolina,Approach,2001-07-20,Medium,0,300
2017,Airplane,2000-06-17,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,,,0,0
2018,Airplane,2000-06-17,No damage,AIR MIDWEST,Florida,Climb,,Small,0,100
2019,Airplane,2000-06-17,No damage,AIR WISCONSIN AIRLINES,Illinois,Take-off run,,Small,0,0
2020,Airplane,2000-06-17,No damage,AMERICAN AIRLINES,Tennessee,Take-off run,,Small,0,0
2021,Airplane,2000-06-17,No damage,NORTHWEST AIRLINES,Wisconsin,Take-off run,,Small,0,0
2022,Airplane,2000-06-17,No damage,MIDWAY AIRLINES,Florida,Approach,,Large,0,1600
2023,Airplane,2000-06-17,No damage,PRIVATELY OWNED,South Carolina,Take-off run,,Large,0,0
2024,Airplane,2000-06-17,No damage,CONTINENTAL AIRLINES,Louisiana,Take-off run,,Medium,0,0
2025,Airplane,2000-06-17,No damage,UNITED AIRLINES,Colorado,Take-off run,,Small,0,0
2026,Airplane,2000-06-17,No damage,SOUTHWEST AIRLINES,Texas,En Route,,Medium,0,
2027,Airplane,2000-06-17,No damage,UNITED AIRLINES,,,,Medium,0,
2028,Airplane,2000-06-17,No damage,DELTA AIR LINES,Florida,Take-off run,,,0,0
2029,Airplane,2000-06-17,Caused damage,DELTA AIR LINES,Tennessee,Take-off run,,Medium,0,0
2030,Airplane,2000-06-17,No damage,FRONTIER AIRLINES,Alaska,Take-off run,2000-06-17,,0,0
2031,Airplane,2000-06-17,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,2000-06-17,,0,10
2033,Airplane,2000-06-18,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,,Small,0,0
2034,Airplane,2000-06-18,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,,Medium,0,0
2035,Airplane,2000-06-18,No damage,UNITED AIRLINES,,,,Medium,0,30
2036,Airplane,2000-06-18,No damage,BUSINESS,Ohio,Take-off run,2000-06-18,Medium,0,0
2037,Airplane,2000-06-18,No damage,AIR MIDWEST,Florida,Landing Roll,2000-06-18,Small,0,0
2040,Airplane,2000-06-18,Caused damage,DELTA AIR LINES,Florida,Climb,2000-06-20,Medium,0,1000
2041,Airplane,2000-06-19,No damage,NORTHWEST AIRLINES,Wisconsin,Take-off run,,Small,0,0
2042,Airplane,2000-06-19,No damage,UNITED AIRLINES,Washington,Landing Roll,,Small,0,0
2043,Airplane,2000-06-19,No damage,VANGUARD AIRLINES,Illinois,Climb,,,0,3000
2045,Airplane,2000-06-19,Caused damage,UNITED AIRLINES,,,,Medium,0,
2046,Airplane,2000-06-19,No damage,BUSINESS,Indiana,Approach,2000-06-19,Small,0,300
2047,Airplane,2000-06-19,No damage,US AIRWAYS*,Florida,Climb,2000-06-19,,0,100
2048,Airplane,2000-06-19,No damage,PRIVATELY OWNED,Pennsylvania,Climb,2000-06-19,,0,2300
2050,Airplane,2000-06-20,No damage,BUSINESS,Iowa,Climb,,,0,40
2051,Airplane,2000-06-20,No damage,UNITED AIRLINES,Oregon,Take-off run,,Medium,0,0
2052,Airplane,2000-06-20,No damage,UNITED AIRLINES,Texas,Landing Roll,,Small,0,0
2053,Airplane,2000-06-20,No damage,DELTA AIR LINES,Kentucky,Approach,,Small,0,20
2054,Airplane,2000-06-20,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,,Small,0,0
2055,Airplane,2000-06-20,No damage,COMAIR AIRLINES,Kentucky,Climb,,Small,0,10
2056,Airplane,2000-06-20,No damage,UNITED AIRLINES,,,,Medium,0,
2057,Airplane,2000-06-20,No damage,UNITED AIRLINES,Florida,Climb,,Medium,0,
2058,Airplane,2000-06-20,Caused damage,BUSINESS,Louisiana,Approach,,Medium,40091,1400
2059,Airplane,2000-06-20,No damage,JAPAN AIRLINES,Washington,Approach,2000-06-20,Small,0,800
2060,Airplane,2000-06-20,No damage,NORTHWEST AIRLINES,Michigan,Landing Roll,2000-06-20,Small,0,0
2061,Airplane,2000-06-20,No damage,AMERICAN AIRLINES,Tennessee,Approach,2000-06-20,,0,200
2062,Airplane,2000-06-20,No damage,COMAIR AIRLINES,Kentucky,Approach,2000-06-20,Small,0,20
2063,Airplane,2000-06-20,No damage,UPS AIRLINES,Kentucky,Descent,2000-06-20,Medium,0,
2068,Airplane,2000-06-21,No damage,BUSINESS,Georgia,Approach,,,0,400
2069,Airplane,2000-06-21,No damage,COMAIR AIRLINES,Kentucky,Climb,,Small,0,400
2070,Airplane,2000-06-21,No damage,BUSINESS,New York,Landing Roll,,,0,0
2071,Airplane,2000-06-21,No damage,CCAIR,North Carolina,Approach,,Small,0,100
2072,Airplane,2000-06-21,No damage,AMERICA WEST AIRLINES,Pennsylvania,,,Medium,0,
2073,Airplane,2000-06-21,No damage,UNITED AIRLINES,,Landing Roll,,Medium,0,0
2074,Airplane,2000-06-21,No damage,NORTHWEST AIRLINES,Illinois,Take-off run,,Small,0,0
2075,Airplane,2000-06-21,No damage,UNITED AIRLINES,Colorado,Take-off run,,Small,0,0
2076,Airplane,2000-06-21,No damage,UNITED AIRLINES,Texas,Landing Roll,,Small,0,0
2077,Airplane,2000-06-21,No damage,NORTHWEST AIRLINES,Tennessee,Approach,,Small,0,50
2078,Airplane,2000-06-21,No damage,US CUSTOMS AND BORDER PROTECTION,,,,,0,
2079,Airplane,2000-06-21,No damage,UNITED AIRLINES,,,,Medium,0,
2080,Airplane,2000-06-21,No damage,UNITED AIRLINES,,,,Medium,0,
2081,Airplane,2000-06-21,No damage,UNITED AIRLINES,,,,Medium,0,
2082,Airplane,2000-06-21,No damage,UNITED AIRLINES,,,,Medium,0,
2083,Airplane,2000-06-21,No damage,UNITED AIRLINES,,,,Medium,0,
2084,Airplane,2000-06-21,No damage,AIR BC,Washington,Landing Roll,,Small,0,0
2086,Airplane,2000-06-21,Caused damage,FEDEX EXPRESS,,Take-off run,,Large,4269693,0
2087,Airplane,2000-06-21,Caused damage,AIR JAMAICA,New York,Landing Roll,,Small,0,0
2088,Airplane,2000-06-21,No damage,PIEDMONT AIRLINES,Florida,Approach,2000-06-21,Small,0,10
2089,Airplane,2000-06-21,No damage,AMERICAN AIRLINES,,Climb,2000-06-21,Small,0,50
2090,Airplane,2000-06-21,No damage,AMERICA WEST AIRLINES,Nevada,Approach,2000-06-21,Small,0,500
2091,Airplane,2000-06-21,No damage,DELTA AIR LINES,Kentucky,Take-off run,2000-06-21,,0,0
2092,Airplane,2000-06-21,No damage,AMERICA WEST AIRLINES,Indiana,Landing Roll,2000-06-21,Small,0,0
2093,Airplane,2000-06-21,No damage,AMERICAN AIRLINES,Texas,Approach,2000-06-23,Small,0,400
2094,Airplane,2000-06-21,Caused damage,BUSINESS,Nebraska,Approach,2000-06-23,,0,10
2095,Airplane,2000-06-21,No damage,US AIRWAYS*,Pennsylvania,Climb,2002-12-05,Medium,0,12000
2096,Airplane,2000-06-22,No damage,EMERY WORLDWIDE,Oregon,Landing Roll,,Large,0,0
2097,Airplane,2000-06-22,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,,Medium,0,0
2098,Airplane,2000-06-22,No damage,UNITED AIRLINES,California,Landing Roll,,Medium,0,0
2099,Airplane,2000-06-22,No damage,NORTHWEST AIRLINES,Pennsylvania,Take-off run,,Medium,0,0
2100,Airplane,2000-06-22,No damage,NORTHWEST AIRLINES,Oklahoma,Take-off run,,Medium,0,0
2101,Airplane,2000-06-22,No damage,UNITED AIRLINES,,,,Medium,0,
2102,Airplane,2000-06-22,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2103,Airplane,2000-06-22,Caused damage,PRIVATELY OWNED,Texas,En Route,,Medium,4143,1200
2104,Airplane,2000-06-22,No damage,CAPE AIR,Florida,Climb,2000-06-22,Small,0,50
2105,Airplane,2000-06-22,No damage,BUSINESS,Arizona,Take-off run,2000-06-22,,0,0
2106,Airplane,2000-06-22,No damage,SOUTHWEST AIRLINES,Indiana,Take-off run,2000-06-22,Medium,0,0
2107,Airplane,2000-06-22,No damage,BUSINESS,Kentucky,Take-off run,2000-06-22,Small,0,0
2108,Airplane,2000-06-22,No damage,BUSINESS,Alaska,Landing Roll,2000-06-22,,0,0
2109,Airplane,2000-06-22,No damage,BUSINESS,Alabama,Approach,2000-06-22,Medium,0,2100
2110,Airplane,2000-06-22,No damage,MILITARY,Colorado,,2000-07-21,Small,0,
2111,Airplane,2000-06-23,No damage,COMAIR AIRLINES,Kentucky,Climb,,Medium,0,50
2112,Helicopter,2000-06-23,No damage,GOVERNMENT,New Jersey,En Route,,,0,500
2113,Airplane,2000-06-23,No damage,DELTA AIR LINES,South Carolina,Climb,,Medium,0,4000
2114,Airplane,2000-06-23,No damage,ABX AIR,Massachusetts,,,Medium,0,
2115,Airplane,2000-06-23,No damage,UNITED AIRLINES,Illinois,Landing Roll,,Medium,0,0
2116,Airplane,2000-06-23,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2117,Airplane,2000-06-23,No damage,UNITED AIRLINES,,Take-off run,,Medium,0,0
2118,Airplane,2000-06-23,No damage,US AIRWAYS*,Florida,Take-off run,,Medium,0,0
2120,Airplane,2000-06-23,No damage,UNITED AIRLINES,,,,Medium,0,
2121,Airplane,2000-06-23,No damage,UNITED AIRLINES,,,,Medium,0,
2122,Airplane,2000-06-23,No damage,UNITED AIRLINES,Texas,Approach,,Medium,0,
2124,Airplane,2000-06-23,Caused damage,SKYWEST AIRLINES,Utah,Approach,,Small,0,100
2125,Airplane,2000-06-23,Caused damage,SOUTHWEST AIRLINES,Arkansas,Climb,,,0,3000
2126,Airplane,2000-06-23,Caused damage,UNITED AIRLINES,,,,Medium,0,
2127,Airplane,2000-06-23,No damage,UNITED AIRLINES,Iowa,Approach,2000-06-23,Small,0,1000
2128,Airplane,2000-06-23,No damage,DELTA AIR LINES,Kentucky,Take-off run,2000-06-24,Small,0,0
2129,Airplane,2000-06-23,No damage,MILITARY,Oregon,Climb,2000-08-09,Small,0,100
2130,Airplane,2000-06-24,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
2131,Airplane,2000-06-24,No damage,UNITED AIRLINES,Illinois,Take-off run,,Medium,0,0
2132,Airplane,2000-06-24,No damage,UNITED AIRLINES,Iowa,Take-off run,,Small,0,0
2133,Airplane,2000-06-24,No damage,UNITED AIRLINES,Florida,Take-off run,,Small,0,0
2134,Airplane,2000-06-24,No damage,UNITED AIRLINES,,,,Medium,0,
2135,Airplane,2000-06-24,No damage,UNITED AIRLINES,,,,Medium,0,
2136,Airplane,2000-06-24,No damage,ALOHA AIRLINES,Hawaii,Landing Roll,,Small,0,0
2137,Airplane,2000-06-24,Caused damage,AMERICAN AIRLINES,,Climb,,Large,0,50
2138,Airplane,2000-06-24,No damage,ERA AVIATION,Alaska,Take-off run,2000-06-24,,0,0
2140,Airplane,2000-06-25,No damage,AMERICAN AIRLINES,New York,Climb,,,0,20
2141,Airplane,2000-06-25,No damage,FEDEX EXPRESS,Tennessee,Climb,,Small,0,10
2142,Airplane,2000-06-25,No damage,UNITED AIRLINES,Arizona,Take-off run,,Medium,0,0
2143,Airplane,2000-06-25,No damage,UNITED AIRLINES,Colorado,Take-off run,,Medium,0,0
2144,Airplane,2000-06-25,No damage,BUSINESS EXPRESS,Maine,Approach,,,0,80
2145,Airplane,2000-06-25,No damage,AMERICAN AIRLINES,Texas,Landing Roll,,Small,0,0
2146,Airplane,2000-06-25,No damage,UNITED AIRLINES,,,,Medium,0,
2148,Airplane,2000-06-25,Caused damage,UNITED AIRLINES,,,,Medium,0,
2149,Airplane,2000-06-25,Caused damage,UNITED AIRLINES,,,,Medium,40091,
2150,Airplane,2000-06-25,No damage,EVERGREEN INTL AIRLINES,Indiana,Landing Roll,2000-06-25,,0,0
2151,Airplane,2000-06-25,No damage,BUSINESS,Arkansas,Approach,2000-06-25,Small,0,20
2152,Airplane,2000-06-25,No damage,SOUTHWEST AIRLINES,Alabama,Climb,2000-06-25,,0,200
2153,Airplane,2000-06-25,No damage,UNITED AIRLINES,Tennessee,Take-off run,2000-06-25,Medium,0,0
2154,Airplane,2000-06-25,No damage,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Landing Roll,2000-06-25,Small,0,0
2156,Airplane,2000-06-25,No damage,AMERICAN EAGLE AIRLINES,Arkansas,Landing Roll,2000-06-26,Medium,0,0
2157,Airplane,2000-06-25,No damage,AMERICAN AIRLINES,Texas,Landing Roll,2000-06-26,Small,0,0
2158,Airplane,2000-06-25,No damage,DELTA AIR LINES,Kentucky,Take-off run,2000-06-26,Small,0,0
2159,Airplane,2000-06-25,No damage,DELTA AIR LINES,Kentucky,Approach,2000-06-27,Small,0,50
2160,Airplane,2000-06-26,No damage,AMERICAN AIRLINES,Quebec,Take-off run,,,0,0
2161,Airplane,2000-06-26,No damage,SOUTHWEST AIRLINES,California,Take-off run,,,0,0
2162,Airplane,2000-06-26,No damage,AMERICA WEST AIRLINES,Nevada,Approach,,Medium,0,
2163,Airplane,2000-06-26,No damage,NORTHWEST AIRLINES,Tennessee,Landing Roll,,Medium,0,0
2164,Airplane,2000-06-26,No damage,UNITED AIRLINES,Missouri,Take-off run,,Medium,0,0
2165,Airplane,2000-06-26,No damage,NORTHWEST AIRLINES,,Climb,,Medium,0,50
2166,Airplane,2000-06-26,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2167,Airplane,2000-06-26,No damage,ATA AIRLINES,Nevada,Climb,,Medium,0,5100
2168,Airplane,2000-06-26,No damage,UNITED AIRLINES,,,,Medium,0,
2169,Airplane,2000-06-26,No damage,UNITED AIRLINES,,,,Medium,0,
2170,Airplane,2000-06-26,No damage,CONTINENTAL AIRLINES,Texas,Climb,,Medium,0,
2171,Airplane,2000-06-26,No damage,UNITED AIRLINES,,,,Medium,0,
2174,Airplane,2000-06-26,Caused damage,TRANS WORLD AIRLINES,Indiana,Take-off run,,,0,0
2175,Airplane,2000-06-26,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,,Small,0,0
2176,Airplane,2000-06-26,No damage,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Take-off run,2000-06-29,Small,0,0
2177,Airplane,2000-06-27,No damage,TRANS WORLD AIRLINES,California,Approach,,,0,50
2179,Airplane,2000-06-27,No damage,ATLANTIC COAST AIRLINES,Illinois,Climb,,Medium,0,4000
2180,Airplane,2000-06-27,No damage,UNITED AIRLINES,,,,Medium,0,
2181,Airplane,2000-06-27,No damage,UNITED AIRLINES,,,,Medium,0,
2183,Airplane,2000-06-27,No damage,AIR CARGO CARRIERS,Pennsylvania,Take-off run,2000-06-27,,0,0
2184,Airplane,2000-06-27,No damage,BUSINESS,Florida,Take-off run,2000-06-27,,0,0
2185,Helicopter,2000-06-27,No damage,GOVERNMENT,,En Route,2000-06-27,Small,67,
2187,Airplane,2000-06-27,Caused damage,BUSINESS,Georgia,Landing Roll,2000-06-27,Medium,40091,0
2188,Airplane,2000-06-27,Caused damage,BUSINESS,New York,Landing Roll,2000-06-28,Large,33409,0
2189,Airplane,2000-06-27,No damage,MILITARY,Mississippi,Approach,2000-07-20,Small,0,400
2190,Airplane,2000-06-27,No damage,MILITARY,Kansas,Climb,2000-08-08,Small,0,10
2191,Airplane,2000-06-28,No damage,CCAIR,Georgia,Approach,,Small,0,10
2192,Airplane,2000-06-28,No damage,GREAT LAKES AIRLINES,Minnesota,Approach,,Small,0,7000
2193,Airplane,2000-06-28,No damage,UNITED AIRLINES,,Landing Roll,,Medium,0,0
2194,Airplane,2000-06-28,No damage,UNITED AIRLINES,,,,Medium,0,30
2195,Airplane,2000-06-28,No damage,SOUTHWEST AIRLINES,California,Take-off run,,Medium,0,0
2196,Airplane,2000-06-28,No damage,UPS AIRLINES,,Approach,,Large,0,500
2198,Airplane,2000-06-28,Caused damage,BUSINESS,Mississippi,Climb,,Medium,0,100
2199,Airplane,2000-06-28,Caused damage,UNITED AIRLINES,,,,Medium,0,
2200,Airplane,2000-06-28,Caused damage,UNITED AIRLINES,,,,Medium,0,
2201,Airplane,2000-06-28,No damage,CORPORATE AIR,Utah,Landing Roll,2000-06-28,Small,0,0
2202,Airplane,2000-06-28,No damage,DELTA AIR LINES,Virginia,Approach,2000-06-28,Small,0,30
2203,Airplane,2000-06-28,No damage,ATLANTIC COAST AIRLINES,DC,Climb,2000-06-28,Small,0,100
2205,Airplane,2000-06-28,No damage,MILITARY,Colorado,Take-off run,2000-08-08,Small,0,0
2206,Airplane,2000-06-29,No damage,GREAT LAKES AIRLINES,Illinois,Climb,,Small,0,3
2207,Airplane,2000-06-29,No damage,AIR WISCONSIN AIRLINES,Illinois,Take-off run,,Small,0,0
2208,Airplane,2000-06-29,No damage,NORTHWEST AIRLINES,Michigan,Approach,,Medium,0,500
2209,Airplane,2000-06-29,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2210,Airplane,2000-06-29,No damage,UNITED AIRLINES,Michigan,Take-off run,,Medium,0,0
2211,Airplane,2000-06-29,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2212,Airplane,2000-06-29,No damage,BUSINESS EXPRESS,Maine,Approach,,Small,0,100
2213,Airplane,2000-06-29,No damage,AMERICAN AIRLINES,Texas,Take-off run,,Medium,0,0
2215,Airplane,2000-06-29,No damage,UNITED AIRLINES,,,,Medium,0,
2216,Airplane,2000-06-29,No damage,UNITED AIRLINES,,,,Medium,0,
2218,Airplane,2000-06-29,No damage,BUSINESS,Maryland,Take-off run,2000-06-29,Small,0,0
2219,Airplane,2000-06-29,No damage,LEGEND AIRLINES,Texas,Approach,2000-06-29,Medium,0,800
2220,Airplane,2000-06-29,No damage,PRIVATELY OWNED,Wyoming,Climb,2000-06-29,Small,0,100
2221,Airplane,2000-06-29,No damage,BUSINESS,Florida,Approach,2000-06-29,Small,0,100
2224,Airplane,2000-06-29,No damage,DELTA AIR LINES,Kentucky,Climb,2000-07-01,Small,0,20
2225,Airplane,2000-06-29,No damage,SOUTHWEST AIRLINES,Tennessee,Take-off run,2000-07-02,Small,0,0
2226,Airplane,2000-06-29,No damage,BUSINESS,Wisconsin,Take-off run,2000-07-06,Medium,0,0
2227,Airplane,2000-06-29,No damage,MILITARY,Pennsylvania,,2000-08-18,Small,0,
2228,Airplane,2000-06-29,No damage,CONTINENTAL AIRLINES,New Jersey,Landing Roll,2002-12-05,,0,0
2229,Airplane,2000-06-30,No damage,BUSINESS,Illinois,Climb,,Small,0,50
2230,Airplane,2000-06-30,No damage,DELTA AIR LINES,New York,Landing Roll,,Small,0,0
2231,Airplane,2000-06-30,No damage,CANADA 3000 AIRLINES,Florida,Landing Roll,,,0,0
2232,Airplane,2000-06-30,No damage,AMERICAN AIRLINES,California,Landing Roll,,,0,0
2233,Airplane,2000-06-30,No damage,SKYWEST AIRLINES,California,Take-off run,,Medium,0,0
2234,Airplane,2000-06-30,No damage,UNITED AIRLINES,,Take-off run,,Medium,0,0
2235,Airplane,2000-06-30,No damage,UNITED AIRLINES,Ohio,Climb,,Medium,0,800
2236,Airplane,2000-06-30,No damage,UNITED AIRLINES,,,,Medium,0,
2237,Airplane,2000-06-30,No damage,UNITED AIRLINES,,,,Medium,0,
2238,Airplane,2000-06-30,No damage,UNITED AIRLINES,,,,Medium,0,
2239,Airplane,2000-06-30,No damage,UNITED AIRLINES,,,,Medium,0,
2240,Airplane,2000-06-30,No damage,UNITED AIRLINES,New York,Climb,,Small,0,
2241,Airplane,2000-06-30,Caused damage,UNITED AIRLINES,,,,Medium,0,
2242,Airplane,2000-06-30,No damage,FEDEX EXPRESS,Tennessee,Approach,2000-06-30,Medium,0,500
2243,Airplane,2000-06-30,No damage,CAPE AIR,Florida,Take-off run,2000-06-30,Small,0,0
2245,Airplane,2000-06-30,Caused damage,CAPE AIR,Florida,Descent,2000-06-30,Large,0,2000
2246,Airplane,2000-07-01,No damage,BUSINESS,Maryland,Take-off run,,Small,0,0
2247,Airplane,2000-07-01,No damage,ATLANTIC COAST AIRLINES,DC,Climb,,Small,0,2000
2248,Airplane,2000-07-01,No damage,NORTHWEST AIRLINES,,Approach,,Medium,0,300
2249,Airplane,2000-07-01,No damage,UNITED AIRLINES,Colorado,Landing Roll,,Medium,0,0
2250,Airplane,2000-07-01,No damage,SOUTHWEST AIRLINES,Florida,Approach,,,0,5
2251,Airplane,2000-07-01,No damage,BUSINESS,Texas,Approach,,Small,0,200
2252,Airplane,2000-07-01,No damage,UNITED AIRLINES,,,,Medium,0,
2254,Airplane,2000-07-01,Caused damage,PRIVATELY OWNED,Florida,En Route,,Large,0,1100
2255,Airplane,2000-07-01,No damage,BUSINESS,Michigan,Landing Roll,2000-07-01,Small,0,0
2256,Airplane,2000-07-01,No damage,UNITED AIRLINES,Utah,Landing Roll,2000-07-01,Small,0,0
2257,Airplane,2000-07-01,No damage,US AIRWAYS*,,,2000-07-01,Medium,0,
2259,Airplane,2000-07-02,No damage,VANGUARD AIRLINES,Colorado,Landing Roll,,Medium,0,0
2260,Airplane,2000-07-02,No damage,AIR WISCONSIN AIRLINES,Colorado,Landing Roll,,Medium,0,0
2261,Airplane,2000-07-02,No damage,AIR CANADA,Texas,Take-off run,,Medium,0,0
2262,Airplane,2000-07-02,No damage,ALASKA AIRLINES,Washington,Landing Roll,,Medium,0,0
2263,Airplane,2000-07-02,No damage,UNITED AIRLINES,California,Landing Roll,,,0,0
2264,Airplane,2000-07-02,No damage,UNITED AIRLINES,,,,Medium,0,100
2265,Airplane,2000-07-02,No damage,UNITED AIRLINES,California,Take-off run,,Small,0,0
2266,Airplane,2000-07-02,No damage,TRANS WORLD AIRLINES,California,Landing Roll,,Small,0,0
2269,Airplane,2000-07-02,No damage,UNITED AIRLINES,,,,Medium,0,
2270,Airplane,2000-07-02,No damage,UNITED AIRLINES,,,,Medium,0,
2271,Airplane,2000-07-02,No damage,UNITED AIRLINES,,,,Medium,0,
2272,Airplane,2000-07-02,No damage,DELTA AIR LINES,Utah,Approach,,Small,0,
2273,Airplane,2000-07-02,No damage,US AIRWAYS*,Rhode Island,Take-off run,2000-07-02,Small,0,0
2274,Airplane,2000-07-02,No damage,BUSINESS,Washington,Take-off run,2000-07-02,Small,0,0
